album,artist,lyric,song,year
Fuckin Crazy! (2001),Eminem,We both drew at the same time and stood stunned,The Showdown,2001
Fuckin Crazy! (2001),Eminem,"(Let's shoot him in his kneecaps, he'll never see it comin')",The Showdown,2001
Fuckin Crazy! (2001),Eminem,That's when I seen Dre in trouble and came with the gauge,The Showdown,2001
Fuckin Crazy! (2001),Eminem,"Packin' this third eye vs. you, a cyclopse",Flyest Material,2001
Fuckin Crazy! (2001),Eminem,Smoke my spliff with ya 'cause spina bifida?,Flyest Material,2001
Fuckin Crazy! (2001),Eminem,"Dollar signs flashin', I'ma take your last hit",Flyest Material,2001
Fuckin Crazy! (2001),Eminem,Get the greater rate with these rhymes I be totin',Flyest Material,2001
Fuckin Crazy! (2001),Eminem,Disperse like I added too many words in a verse,Flyest Material,2001
Fuckin Crazy! (2001),Eminem,Mr. Eon:,Flyest Material,2001
Fuckin Crazy! (2001),Eminem,"Testing... one, two (* Eminem hach-spits on mic *)",Get You Mad,2001
Fuckin Crazy! (2001),Eminem,Lesson Two: Face 'em and diss 'em (whattup dog?),Get You Mad,2001
Fuckin Crazy! (2001),Eminem,Toilet water splashes me right in the ass when I'm spittin',Get You Mad,2001
Fuckin Crazy! (2001),Eminem,And when I rap about a buncha shit you wished you had (A big dick!),Get You Mad,2001
Fuckin Crazy! (2001),Eminem,"I rip (*Mystikal's*) voicebox out, scream in his ear (Ah!)",Get You Mad,2001
Fuckin Crazy! (2001),Eminem,And gave her the flesh-eating disease,Get You Mad,2001
Fuckin Crazy! (2001),Eminem,"That's right, Slim Shady (yup) Sway and Tech",Get You Mad,2001
Fuckin Crazy! (2001),Eminem,Superstition can help you in this battle,Hustlers and Hardcore,2001
Fuckin Crazy! (2001),Eminem,(Eminem),Hustlers and Hardcore,2001
Fuckin Crazy! (2001),Eminem,Aw yeah {*echoes*},Hustlers and Hardcore,2001
Fuckin Crazy! (2001),Eminem,"And Dr. Dre said, ""Slim Shady you a basehead!""",My Name Is,2001
Fuckin Crazy! (2001),Eminem,"(Who?) My name is... chika-chika, Slim Shady",My Name Is,2001
Fuckin Crazy! (2001),Eminem,"So I signed it: 'Dear Dave, thanks for the support, asshole!'",My Name Is,2001
Fuckin Crazy! (2001),Eminem,"I just drank a fifth of vodka, dare me to drive? (Go ahead)",My Name Is,2001
Fuckin Crazy! (2001),Eminem,"(Huh?) My name is... chika-chika, Slim Shady",My Name Is,2001
Fuckin Crazy! (2001),Eminem,"And I'm frustrated, ran to the bus stop",Green and Gold,2001
Fuckin Crazy! (2001),Eminem,"Fucked around, forgot that I left my ID on the seat",Green and Gold,2001
Fuckin Crazy! (2001),Eminem,I don't promote violence I just encourage it,3 Verses,2001
Fuckin Crazy! (2001),Eminem,But a more toward (?) droppin' an accapella,3 Verses,2001
Fuckin Crazy! (2001),Eminem,And driven,3 Verses,2001
Fuckin Crazy! (2001),Eminem,Snatched it off and beat him over the fucking head with the peg,3 Verses,2001
Fuckin Crazy! (2001),Eminem,Maybe more 'cause I smoked crack,3 Verses,2001
Fuckin Crazy! (2001),Eminem,"Stick figure, with a dick bigger than Mark Wahlberg",Busa Rhyme,2001
Fuckin Crazy! (2001),Eminem,(Missy) Won't you busa rhyme for me boy ...,Busa Rhyme,2001
Fuckin Crazy! (2001),Eminem,You motherfuckers are puttin' your words together for nuttin,Busa Rhyme,2001
Fuckin Crazy! (2001),Eminem,"Me and Slim Shady, on some shit daily",Busa Rhyme,2001
Fuckin Crazy! (2001),Eminem,"Woke up to a hospital staff, got up and laughed, chopped 'em in half",Busa Rhyme,2001
Fuckin Crazy! (2001),Eminem,"Uh, I hear the gats go cha-pow",Busa Rhyme,2001
Fuckin Crazy! (2001),Eminem,"Eminem starts with an E, better check the spellin' with a capital",Fucking Crazy,2001
Fuckin Crazy! (2001),Eminem,And all that gibberish that you were spittin' you need to kill it,Fucking Crazy,2001
Fuckin Crazy! (2001),Eminem,"A highly cumbustible head, spasmatic strapped to a Craftmatic adjustable bed",Fucking Crazy,2001
Fuckin Crazy! (2001),Eminem,"Is fuckin' crazy, you hear me?",Fucking Crazy,2001
Fuckin Crazy! (2001),Eminem,"Somethin' somethin' somethin', I get weeded",Fucking Crazy,2001
Fuckin Crazy! (2001),Eminem,"Hi, Bye",Fucking Crazy,2001
Fuckin Crazy! (2001),Eminem,"I came in the diner with skateboarders, and placed orders",Nuttin' to Do,2001
Fuckin Crazy! (2001),Eminem,So when you see the black 500 (what?) hide from it,Nuttin' to Do,2001
Fuckin Crazy! (2001),Eminem,And walk away with the whole floor so you have nothin' to fall back on!,Nuttin' to Do,2001
Fuckin Crazy! (2001),Eminem,'Cause I ain't sniffed since I woke up the seven slain infants,Nuttin' to Do,2001
Fuckin Crazy! (2001),Eminem,"For instance, you just a henchmen, on tough soil (what?)",Nuttin' to Do,2001
Fuckin Crazy! (2001),Eminem,Before battles we pour blood and toast death to wicked infants,Watch Dees,2001
Fuckin Crazy! (2001),Eminem,I must have cut it off at the pharmacist,Watch Dees,2001
Fuckin Crazy! (2001),Eminem,Screamin' at my shadow 'please quit followin' me',Watch Dees,2001
Fuckin Crazy! (2001),Eminem,Mad at me 'cause I can finally afford to provide my family with groceries,Forgot About Dre,2001
Fuckin Crazy! (2001),Eminem,"But nothin' comes out when they move their lips, just a bunch o' gibberish",Forgot About Dre,2001
Fuckin Crazy! (2001),Eminem,),Forgot About Dre,2001
Fuckin Crazy! (2001),Eminem,:,Forgot About Dre,2001
Fuckin Crazy! (2001),Eminem,"But nothin' comes out when they move their lips, just a bunch o' gibberish",Forgot About Dre,2001
Fuckin Crazy! (2001),Eminem,It's 1998 yo and you still can't fuck with me,Fuck Off,2001
Fuckin Crazy! (2001),Eminem,Been shinin' like a diamond but gettin' passed as coal,Fuck Off,2001
Fuckin Crazy! (2001),Eminem,And get live with that which get's me high,Fuck Off,2001
Fuckin Crazy! (2001),Eminem,Yeah right in your mother fuckin' ass bitch,Fuck Off,2001
Fuckin Crazy! (2001),Eminem,'Cause all I do is curse and fuck,Fuck Off,2001
Fuckin Crazy! (2001),Eminem,Remarkable styles Shadeeq taxed it,5 Star Generals,2001
Fuckin Crazy! (2001),Eminem,"Skiddin out 'cause the tires suck,",5 Star Generals,2001
Fuckin Crazy! (2001),Eminem,That wouldn't save yo bible kissin' asses,5 Star Generals,2001
Fuckin Crazy! (2001),Eminem,(Kwest),5 Star Generals,2001
Fuckin Crazy! (2001),Eminem,If you play hard,5 Star Generals,2001
Fuckin Crazy! (2001),Eminem,When I pay the dice,5 Star Generals,2001
Fuckin Crazy! (2001),Eminem,Send a rap shot before I spark back,5 Star Generals,2001
Fuckin Crazy! (2001),Eminem,I'm beyond it!,5 Star Generals,2001
Fuckin Crazy! (2001),Eminem,(Tech N9NE),The Anthem,2001
Fuckin Crazy! (2001),Eminem,"'Cause y'all can't see me, like Mase's eyebrows (where you at?)",The Anthem,2001
Fuckin Crazy! (2001),Eminem,"Play the upper hand, a man that's never gon' fold",The Anthem,2001
Fuckin Crazy! (2001),Eminem,(Kool G Rap),The Anthem,2001
Fuckin Crazy! (2001),Eminem,"Yo, yo Chino makes the world go 'round",The Anthem,2001
Fuckin Crazy! (2001),Eminem,(KRS-One),The Anthem,2001
Fuckin Crazy! (2001),Eminem,(Em) We got the film right here,Scary Movies,2001
Fuckin Crazy! (2001),Eminem,"Clicks with clits, pussy niggaz stink with dicks (what?)",Scary Movies,2001
Fuckin Crazy! (2001),Eminem,Rappers comin' in with they team and carry toolies,Scary Movies,2001
Fuckin Crazy! (2001),Eminem,"Fuck a headache, give me a migraine",Scary Movies,2001
Fuckin Crazy! (2001),Eminem,I'ma climb the Empire State Building and get to the last step,Scary Movies,2001
Fuckin Crazy! (2001),Eminem,And still have half left,Scary Movies,2001
Fuckin Crazy! (2001),Eminem,(Em) Bad... the bad...,Scary Movies,2001
Fuckin Crazy! (2001),Eminem,And any half-assed known rapper to trespass,Scary Movies,2001
Fuckin Crazy! (2001),Eminem,Is gettin' takin' advantage of like Monica Lewinksy (Leave me alone!),Scary Movies,2001
Fuckin Crazy! (2001),Eminem,"We hard-hittin, directin and starrin' in it",Scary Movies,2001
Fuckin Crazy! (2001),Eminem,"Niggaz is finished before they gimmicks, one-hit wonders",Scary Movies,2001
Fuckin Crazy! (2001),Eminem,"I gotta diss you, my niggaz be cockin pistols",Scary Movies,2001
Fuckin Crazy! (2001),Eminem,"Buck if I really hafta, I really slap ya",Scary Movies,2001
Fuckin Crazy! (2001),Eminem,"""What's your favorite scary movie?""",Scary Movies,2001
Fuckin Crazy! (2001),Eminem,"Yo, I rock up the littlest set, and on the biggest set",The Anthem,2001
Fuckin Crazy! (2001),Eminem,"You're whack like Will Smith, your rhyme style is pansy",The Anthem,2001
Fuckin Crazy! (2001),Eminem,"Tech can give it to you, but whatcha gon' do?",The Anthem,2001
Fuckin Crazy! (2001),Eminem,Across the whole board like checker play,The Anthem,2001
Fuckin Crazy! (2001),Eminem,As horrid as Borris Kolaf was,The Anthem,2001
Fuckin Crazy! (2001),Eminem,"'Cause your tape sucks, find a new hobby that you can take up",The Anthem,2001
Fuckin Crazy! (2001),Eminem,And murder you hos worse than flippin' a convertible,The Anthem,2001
Fuckin Crazy! (2001),Eminem,Sway and Tech heard me flow and it's sealed,The Anthem,2001
Fuckin Crazy! (2001),Eminem,Busted a verse and all the G's in Cali loc'ed up when I was summoned,The Anthem,2001
Fuckin Crazy! (2001),Eminem,"Bobby Steels, Staple' tails, MC's get your lips stapled",The Anthem,2001
Fuckin Crazy! (2001),Eminem,Is the reason for cyphas prematurely spittin' up,5 Star Generals,2001
Fuckin Crazy! (2001),Eminem,Way back to the lab to add what most of them lack,5 Star Generals,2001
Fuckin Crazy! (2001),Eminem,"I'm singin' this without,",5 Star Generals,2001
Fuckin Crazy! (2001),Eminem,You want some fame?,5 Star Generals,2001
Fuckin Crazy! (2001),Eminem,You're in a caveyard,5 Star Generals,2001
Fuckin Crazy! (2001),Eminem,My plan is illin so much I need some peniculine,5 Star Generals,2001
Fuckin Crazy! (2001),Eminem,To fill a tea spoon,5 Star Generals,2001
Fuckin Crazy! (2001),Eminem,Skam is chatter man,5 Star Generals,2001
Fuckin Crazy! (2001),Eminem,Oldworlddisorder on some outnumbered shit,5 Star Generals,2001
Fuckin Crazy! (2001),Eminem,And got the pliers stuck,5 Star Generals,2001
Fuckin Crazy! (2001),Eminem,Went to bible class with a gun,5 Star Generals,2001
Fuckin Crazy! (2001),Eminem,Aqua turntable knocka,5 Star Generals,2001
Fuckin Crazy! (2001),Eminem,"Say what you like, I toss",5 Star Generals,2001
Fuckin Crazy! (2001),Eminem,Slim Shady and Brown Trucker another bunch of mother fuckers,Fuck Off,2001
Fuckin Crazy! (2001),Eminem,With that Detroit city shit ain't shit swift we're on the same script,Fuck Off,2001
Fuckin Crazy! (2001),Eminem,I'm not Peter Pan I don't fuck with fairies,Fuck Off,2001
Fuckin Crazy! (2001),Eminem,I rock for the cash and the topless dancers,Fuck Off,2001
Fuckin Crazy! (2001),Eminem,With my pants half hangin' off my ass and shit,Fuck Off,2001
Fuckin Crazy! (2001),Eminem,Persistance pays if that holds true,Fuck Off,2001
Fuckin Crazy! (2001),Eminem,I get all the money pussy falls like rain,Fuck Off,2001
Fuckin Crazy! (2001),Eminem,"But nothin' comes out when they move their lips, just a bunch o' gibberish",Forgot About Dre,2001
Fuckin Crazy! (2001),Eminem,"I ain't havin' that, this is the millennium of Aftermath and ain't gon' be nothin' after that",Forgot About Dre,2001
Fuckin Crazy! (2001),Eminem,"Like you want somethin' free, when my last CD was out, you wasn't bumpin' me",Forgot About Dre,2001
Fuckin Crazy! (2001),Eminem,),Forgot About Dre,2001
Fuckin Crazy! (2001),Eminem,"Hoppin' out with two broken legs, tryna walk it off, fuck you too bitch call the cops",Forgot About Dre,2001
Fuckin Crazy! (2001),Eminem,So what do you say to somebody you hate (What),Forgot About Dre,2001
Fuckin Crazy! (2001),Eminem,"And when your albums sales wasn't doin' too good, who's the doctor they told you to go see",Forgot About Dre,2001
Fuckin Crazy! (2001),Eminem,"Got a crib with a studio and it's all full o' tracks, to add to the wall full o' plaques ",Forgot About Dre,2001
Fuckin Crazy! (2001),Eminem,Watch deez,Watch Dees,2001
Fuckin Crazy! (2001),Eminem,While I'm fallin' out of my bed,Watch Dees,2001
Fuckin Crazy! (2001),Eminem,I'm the old man who lives upstairs and starves his pets,Watch Dees,2001
Fuckin Crazy! (2001),Eminem,Watch deez,Watch Dees,2001
Fuckin Crazy! (2001),Eminem,"With the penetration of a screw, nailed in,",Watch Dees,2001
Fuckin Crazy! (2001),Eminem,Album : Heavy Beats Vol. One,Watch Dees,2001
Fuckin Crazy! (2001),Eminem,"Precise aim, icin my fame, blowin' your hand off",Nuttin' to Do,2001
Fuckin Crazy! (2001),Eminem,"Lorena Bobbitt, c'mere, want a souveneir?",Nuttin' to Do,2001
Fuckin Crazy! (2001),Eminem,To go outdoors and do some in-stores,Nuttin' to Do,2001
Fuckin Crazy! (2001),Eminem,"Now we rivals, cause of a small name or title",Nuttin' to Do,2001
Fuckin Crazy! (2001),Eminem,I'm the hottest shit in the industry (uh),Nuttin' to Do,2001
Fuckin Crazy! (2001),Eminem,"Nurse look at this straightjacket, it's crooked!",Nuttin' to Do,2001
Fuckin Crazy! (2001),Eminem,(Royce) Yo...,Nuttin' to Do,2001
Fuckin Crazy! (2001),Eminem,(Em) The Bad...,Nuttin' to Do,2001
Fuckin Crazy! (2001),Eminem,"Is fuckin' crazy, you hear me?",Fucking Crazy,2001
Fuckin Crazy! (2001),Eminem,"My daughter scribbled over that rhyme, I couldn't read it",Fucking Crazy,2001
Fuckin Crazy! (2001),Eminem,"A Tylenol 3, and talk about how violent I'll be",Fucking Crazy,2001
Fuckin Crazy! (2001),Eminem,"Is fuckin' crazy, you hear me?",Fucking Crazy,2001
Fuckin Crazy! (2001),Eminem,"I flat lined, jumped up and ran for the mortician",Fucking Crazy,2001
Fuckin Crazy! (2001),Eminem,"My mic's grillin' you, staring you down with a grin to grin",Fucking Crazy,2001
Fuckin Crazy! (2001),Eminem,And vomit so much blood that your clothes stick to you from it,Fucking Crazy,2001
Fuckin Crazy! (2001),Eminem,But the bitch won't admit it was her,Fucking Crazy,2001
Fuckin Crazy! (2001),Eminem,Eminem,Fucking Crazy,2001
Fuckin Crazy! (2001),Eminem,"For the sound, that me and, Timbaland, we found",Busa Rhyme,2001
Fuckin Crazy! (2001),Eminem,Y'all better call the police 'fore I kill this track,Busa Rhyme,2001
Fuckin Crazy! (2001),Eminem,"(Ah!) Fuckin' mad dog, foamin at the mouth",Busa Rhyme,2001
Fuckin Crazy! (2001),Eminem,"""Well if you want my opinion, it comes from right here on Earth""",Busa Rhyme,2001
Fuckin Crazy! (2001),Eminem,"Turn the music up, we gon' wake the neighbors",Busa Rhyme,2001
Fuckin Crazy! (2001),Eminem,"And waste the paper on you, choppin down the oakwood",Busa Rhyme,2001
Fuckin Crazy! (2001),Eminem,"It's so big, if I counted up all the freaks who follow me",Busa Rhyme,2001
Fuckin Crazy! (2001),Eminem,(Missy) Won't you busa rhyme for me boy ... Slim Shady,Busa Rhyme,2001
Fuckin Crazy! (2001),Eminem,Hit a fuckin' (*pregnant chick*) in her (*stomach*) with luggage,Busa Rhyme,2001
Fuckin Crazy! (2001),Eminem,"Well I do pop pills, I keep my tube socks filled",Busa Rhyme,2001
Fuckin Crazy! (2001),Eminem,'Cause I ain't making no more threats,3 Verses,2001
Fuckin Crazy! (2001),Eminem,Wait until it absorbed in and fell to the floor dead,3 Verses,2001
Fuckin Crazy! (2001),Eminem,I'm a liar to start shit (?),3 Verses,2001
Fuckin Crazy! (2001),Eminem,Got you locked in the cella,3 Verses,2001
Fuckin Crazy! (2001),Eminem,"Fuck it, you only live once you might as well die now",3 Verses,2001
Fuckin Crazy! (2001),Eminem,But kept the same mindstate,3 Verses,2001
Fuckin Crazy! (2001),Eminem,Patrolling corners,3 Verses,2001
Fuckin Crazy! (2001),Eminem,With that diamond wrist band,Green and Gold,2001
Fuckin Crazy! (2001),Eminem,"My necks bloated, my tech's loaded",Green and Gold,2001
Fuckin Crazy! (2001),Eminem,"What would it take to push a man, far enough",Green and Gold,2001
Fuckin Crazy! (2001),Eminem,"Tell him that I slit his throat, in this dream I had",My Name Is,2001
Fuckin Crazy! (2001),Eminem,"I ain't had a woman in years, and my palms are too hairy to hide (Whoops!)",My Name Is,2001
Fuckin Crazy! (2001),Eminem,Hi! My name is... (Huh?) My name is...,My Name Is,2001
Fuckin Crazy! (2001),Eminem,You know you blew up when the women rush the stands,My Name Is,2001
Fuckin Crazy! (2001),Eminem,"Walked in the strip club, had my jacket zipped up",My Name Is,2001
Fuckin Crazy! (2001),Eminem,"I don't give a fuck, God sent me to piss the world off!",My Name Is,2001
Fuckin Crazy! (2001),Eminem,"Uh-uh! ""Then why's your face red? Man, you wasted!""",My Name Is,2001
Fuckin Crazy! (2001),Eminem,(Ahem. Excuse me! Can I have the attention of the class for one second?),My Name Is,2001
Fuckin Crazy! (2001),Eminem,"Rap you in rope and glass, strapped to a soakin matress",Hustlers and Hardcore,2001
Fuckin Crazy! (2001),Eminem,"Battle, I'm too weeded to speak to",Hustlers and Hardcore,2001
Fuckin Crazy! (2001),Eminem,Ill manner bad grammar stander,Hustlers and Hardcore,2001
Fuckin Crazy! (2001),Eminem,Big click with breakfast and blacklist,Hustlers and Hardcore,2001
Fuckin Crazy! (2001),Eminem,So suck my motherfuckin dick,Get You Mad,2001
Fuckin Crazy! (2001),Eminem,You know I just be sayin' that to get you mad,Get You Mad,2001
Fuckin Crazy! (2001),Eminem,"And walkin' through South Central L.A., bleedin in jeans",Get You Mad,2001
Fuckin Crazy! (2001),Eminem,And bang them shits with a spiked bat,Get You Mad,2001
Fuckin Crazy! (2001),Eminem,"Jumped up, choked a giraffe, snapped his neck and broke it in half",Get You Mad,2001
Fuckin Crazy! (2001),Eminem,What a wonderful day; I should go outside and play,Get You Mad,2001
Fuckin Crazy! (2001),Eminem,(What? Oh my God!) I splish splash while I'm takin' a bath,Get You Mad,2001
Fuckin Crazy! (2001),Eminem,'Cause I'm always shittin when I'm rappin' like Master P (UNNNGGGGH!),Get You Mad,2001
Fuckin Crazy! (2001),Eminem,Lesson Four: 'Know you heard this before',Get You Mad,2001
Fuckin Crazy! (2001),Eminem,"Every place and event... +Been There, Done That+",Get You Mad,2001
Fuckin Crazy! (2001),Eminem,My attitude is worse than NWA's was,Get You Mad,2001
Fuckin Crazy! (2001),Eminem,"Eminem Slim Shady, naughty rotten rhymer",Flyest Material,2001
Fuckin Crazy! (2001),Eminem,Eminem:,Flyest Material,2001
Fuckin Crazy! (2001),Eminem,That pulled the plug when they should of alerted the surgeon first,Flyest Material,2001
Fuckin Crazy! (2001),Eminem,"This thing's the nicest, I keep tellin' you",Flyest Material,2001
Fuckin Crazy! (2001),Eminem,"Yo, yo, ""Eon's whack now,"" how you dig that?",Flyest Material,2001
Fuckin Crazy! (2001),Eminem,I'ma snatch it outta your hand so fast I'm gonna detach it,Flyest Material,2001
Fuckin Crazy! (2001),Eminem,"Snap the airbag, hit the corner and park it",Flyest Material,2001
Fuckin Crazy! (2001),Eminem,Hit you with 12 shots in mid-air and four more on the way down,Flyest Material,2001
Fuckin Crazy! (2001),Eminem,"Go on uptown, fucking señoritas",Flyest Material,2001
Fuckin Crazy! (2001),Eminem,"Eminem: Sh-Sh-Shady, that that, that's me",Flyest Material,2001
Fuckin Crazy! (2001),Eminem,"Dre grabbed the map, the plaques and the gold",The Showdown,2001
Fuckin Crazy! (2001),Eminem,"Kicked the swingin' doors in, started gun slinging",The Showdown,2001
Fuckin Crazy! (2001),Eminem,"But he ain't got no legs, they cut 'em off at the stomach",The Showdown,2001
Fuckin Crazy! (2001),Eminem,"(Some old dude, he's got 26 plaques and he already sold two)",The Showdown,2001
Fuckin Crazy! (2001),Eminem,Spun around and I aimed straight for the brain,The Showdown,2001
Fuckin Crazy! (2001),Eminem,You ride like a cowboy toward the sun,The Showdown,2001
Fuckin Crazy! (2001),Eminem,And just when I went to fill him with hot lead,The Showdown,2001
Fuckin Crazy! (2001),Eminem,I got a {blunt} rolled,The Showdown,2001
Fuckin Crazy! (2001),Eminem,"The Wild... West {*BANG BANG, BANG*}",The Showdown,2001
Fuckin Crazy! (2001),Eminem,"I'll fuckin', I'll fuckin'",Get You Mad,2001
Fuckin Crazy! (2001),Eminem,Pull the plugs,3 Verses,2001
Fuckin Crazy! (2001),Eminem,My nine is lifting ya six feet when I spray rounds,Flyest Material,2001
Fuckin Crazy! (2001),Eminem,You know I just be sayin' that to get you mad,Get You Mad,2001
Fuckin Crazy! (2001),Eminem,My English teacher wanted to flunk me in junior high,My Name Is,2001
Fuckin Crazy! (2001),Eminem,A less than 20 percent chance,3 Verses,2001
Fuckin Crazy! (2001),Eminem,"Lay 'em on down, like they lived underground (uh)",Busa Rhyme,2001
Fuckin Crazy! (2001),Eminem,"Yo you ain't a thug, I can make you bitch up",Nuttin' to Do,2001
Fuckin Crazy! (2001),Eminem,"But nothin' comes out when they move their lips, just a bunch o' gibberish",Forgot About Dre,2001
Fuckin Crazy! (2001),Eminem,So when you see me on your block you better lock your cars,Fuck Off,2001
Fuckin Crazy! (2001),Eminem,What runs through my vest,5 Star Generals,2001
Fuckin Crazy! (2001),Eminem,Speak darts; yo you get paid? Rhymin about it is the sweet part,Scary Movies,2001
Fuckin Crazy! (2001),Eminem,You rap knowin' you wack,Scary Movies,2001
Fuckin Crazy! (2001),Eminem,"Vominous talk, poison pen, hominous walk",The Anthem,2001
Fuckin Crazy! (2001),Eminem,(King Tech),The Anthem,2001
Fuckin Crazy! (2001),Eminem,Even if he did,5 Star Generals,2001
Fuckin Crazy! (2001),Eminem,Kid Rock I couldn't be no Bozo,Fuck Off,2001
Fuckin Crazy! (2001),Eminem,And I'm still loco enough to choke you to death with a Charleston Chew (,Forgot About Dre,2001
Fuckin Crazy! (2001),Eminem,Art through a flooded air brush,Watch Dees,2001
Fuckin Crazy! (2001),Eminem,"Let you inhale the glock smell, while I'm rippin your wallet off",Nuttin' to Do,2001
Fuckin Crazy! (2001),Eminem,Is fuckin' crazy (Hello? Hi),Fucking Crazy,2001
Fuckin Crazy! (2001),Eminem,(Shady) Yeah... who?,Busa Rhyme,2001
Fuckin Crazy! (2001),Eminem,Driving a rusty scalpel in through the top of your scalp,3 Verses,2001
Fuckin Crazy! (2001),Eminem,Hi! My name is... (Huh?) My name is...,My Name Is,2001
Fuckin Crazy! (2001),Eminem,Hi! My name is... (Huh?) My name is...,My Name Is,2001
Fuckin Crazy! (2001),Eminem,Give a fuck? I don't know what a fuck is to give it,Get You Mad,2001
Fuckin Crazy! (2001),Eminem,Eminem:,Flyest Material,2001
Fuckin Crazy! (2001),Eminem,"Words in my right, they pass my left ear",Flyest Material,2001
Fuckin Crazy! (2001),Eminem,Sounds like a thousand wolves,The Showdown,2001
Fuckin Crazy! (2001),Eminem,(Shabaam Shadeeq),5 Star Generals,2001
Fuckin Crazy! (2001),Eminem,People that straight fool,Fuck Off,2001
Fuckin Crazy! (2001),Eminem,"All you see is the sun, reflectin off of the gun",The Showdown,2001
Fuckin Crazy! (2001),Eminem,It's time to reload this old .45 colt,The Showdown,2001
Fuckin Crazy! (2001),Eminem,"I hold the heat sturdy, I heard he fight's dirty",The Showdown,2001
Fuckin Crazy! (2001),Eminem,"I put the gun to his head, and this is what he said",The Showdown,2001
Fuckin Crazy! (2001),Eminem,You ride till there ain't no place to hide,The Showdown,2001
Fuckin Crazy! (2001),Eminem,"I put a clip in the gun, and pointed at his lungs",The Showdown,2001
Fuckin Crazy! (2001),Eminem,Hid two pieces of gold inside of my saddle,The Showdown,2001
Fuckin Crazy! (2001),Eminem,He's goin' around sayin' he took the game from us,The Showdown,2001
Fuckin Crazy! (2001),Eminem,"I drew two guns, spun them on my fingers",The Showdown,2001
Fuckin Crazy! (2001),Eminem,(Eminem),The Showdown,2001
Fuckin Crazy! (2001),Eminem,"Ha ha, riiiiide...",The Showdown,2001
Fuckin Crazy! (2001),Eminem,Mr. Eon:,Flyest Material,2001
Fuckin Crazy! (2001),Eminem,Lookin' more like Ronald then the fuckin' fry guys,Flyest Material,2001
Fuckin Crazy! (2001),Eminem,I'm obituite with that shit that you hit,Flyest Material,2001
Fuckin Crazy! (2001),Eminem,'Cause I can leave your Infinite full of those even if someone's in it,Flyest Material,2001
Fuckin Crazy! (2001),Eminem,"If you got a bowl of hash, better cash it",Flyest Material,2001
Fuckin Crazy! (2001),Eminem,"Dollar signs flashin', I'ma take your last hit",Flyest Material,2001
Fuckin Crazy! (2001),Eminem,Couldn't get on my record if you were street rap,Flyest Material,2001
Fuckin Crazy! (2001),Eminem,"I'm exercisin', to uplifting the foot stage",Flyest Material,2001
Fuckin Crazy! (2001),Eminem,"Escape Bellevue you, stuffed the nurse in a purse",Flyest Material,2001
Fuckin Crazy! (2001),Eminem,And if I don't got two balls and a middle finger to throw up,Flyest Material,2001
Fuckin Crazy! (2001),Eminem,I'ma snatch it outta your hand so fast I'm gonna detach it,Flyest Material,2001
Fuckin Crazy! (2001),Eminem,"Eminem: Slim Shady, naughty rotten rhymer",Flyest Material,2001
Fuckin Crazy! (2001),Eminem,Mic check... (My dick!),Get You Mad,2001
Fuckin Crazy! (2001),Eminem,I look at my life in a new light -- fuck it,Get You Mad,2001
Fuckin Crazy! (2001),Eminem,Want a deal? Study these 5 chapters,Get You Mad,2001
Fuckin Crazy! (2001),Eminem,Don't act like a fan -- you wanna get signed?,Get You Mad,2001
Fuckin Crazy! (2001),Eminem,Lesson One: Throw demos as hard as you can at signed rappers,Get You Mad,2001
Fuckin Crazy! (2001),Eminem,Cause Brandy and Monica walked in and caught me fuckin' Aaliyah,Get You Mad,2001
Fuckin Crazy! (2001),Eminem,You know I just be sayin' that to get you mad,Get You Mad,2001
Fuckin Crazy! (2001),Eminem,"Blood drippin from it, rippin your stomach like a paper mache",Get You Mad,2001
Fuckin Crazy! (2001),Eminem,"The demon is here, steamin this year",Get You Mad,2001
Fuckin Crazy! (2001),Eminem,Just your nutsack by itself,Get You Mad,2001
Fuckin Crazy! (2001),Eminem,While your mother was breastfeeding,Get You Mad,2001
Fuckin Crazy! (2001),Eminem,You know I just be sayin' that to get you mad,Get You Mad,2001
Fuckin Crazy! (2001),Eminem,"I know that makes you real mad, don't it? (uh-huh)",Get You Mad,2001
Fuckin Crazy! (2001),Eminem,Then you got your hustlers and hardcore,Hustlers and Hardcore,2001
Fuckin Crazy! (2001),Eminem,"Vision, knocking you out motherfucker listen",Hustlers and Hardcore,2001
Fuckin Crazy! (2001),Eminem,Hit the left propaganda,Hustlers and Hardcore,2001
Fuckin Crazy! (2001),Eminem,Shit nappers,Hustlers and Hardcore,2001
Fuckin Crazy! (2001),Eminem,You'll think I pulled the fucking ground out from underneath you,Hustlers and Hardcore,2001
Fuckin Crazy! (2001),Eminem,(Domingo),Hustlers and Hardcore,2001
Fuckin Crazy! (2001),Eminem,"(What?) My name is... chika-chika, Slim Shady",My Name Is,2001
Fuckin Crazy! (2001),Eminem,But I can't figure out which Spice Girl I want to impregnate (Umm...),My Name Is,2001
Fuckin Crazy! (2001),Eminem,"Faster than a fat bitch, who sat down too fast",My Name Is,2001
Fuckin Crazy! (2001),Eminem,Hi! My name is... (What?) My name is...,My Name Is,2001
Fuckin Crazy! (2001),Eminem,"In a spaceship, while they're screamin' at me, ""Let's just be friends!""",My Name Is,2001
Fuckin Crazy! (2001),Eminem,"This guy at White Castle asked for my autograph (Dude, can I get your autograph?)",My Name Is,2001
Fuckin Crazy! (2001),Eminem,Hi! My name is... (What?) My name is...,My Name Is,2001
