album,artist,lyric,song,year
Recovery (2010),Eminem,"And drop dead, no more beef flingers",Not Afraid,2010
Recovery (2010),Eminem,"My world, haters can make like bees with no stingers",Not Afraid,2010
Recovery (2010),Eminem,"Admittedly, I probably did it subliminally for you",Not Afraid,2010
Recovery (2010),Eminem,"Shit stained drawers, you gon' fuck wit a guy who licks the blades of his chainsaws",Almost Famous,2010
Recovery (2010),Eminem,"You dream of trading places, I have been changing faces",Almost Famous,2010
Recovery (2010),Eminem,"Before I start this song, man",Talkin' 2 Myself,2010
Recovery (2010),Eminem,It's like I was jealous of him 'cause of the attention he was gettin',Talkin' 2 Myself,2010
Recovery (2010),Eminem,"There is too much to lose, you can not fill these shoes",Almost Famous,2010
Recovery (2010),Eminem,"Can anybody hear me, yeah, I guess I keep talkin' 2 myself",Talkin' 2 Myself,2010
Recovery (2010),Eminem,"I'm at your throat like strep, I step, strapped with a pen",Almost Famous,2010
Recovery (2010),Eminem,No one seems to know my stuggle and everything I've come from,Talkin' 2 Myself,2010
Recovery (2010),Eminem,If there is then let me hear,Talkin' 2 Myself,2010
Recovery (2010),Eminem,"Pullin' out all stops, any who touch a mic prior's",Almost Famous,2010
Recovery (2010),Eminem,"Baby what the deal, we can chill, split a half a pill and a happy meal",Won't Back Down,2010
Recovery (2010),Eminem,In his hatch back trailer hitch attached to the back ,Won't Back Down,2010
Recovery (2010),Eminem,"I just blew up the Challenger, matter fact I need a lawyer",Almost Famous,2010
Recovery (2010),Eminem,"Give me good brain, watch the wood grain, don't want no cum stain, bitch you listening",Won't Back Down,2010
Recovery (2010),Eminem,"Y'all are Eminem backwards, your Meni Me's",Almost Famous,2010
Recovery (2010),Eminem,"Shorty I'm the shit, why you think Proof used to call me Doody",Won't Back Down,2010
Recovery (2010),Eminem,"No peace treaties, he's turned into a beast",Almost Famous,2010
Recovery (2010),Eminem,"You dream of trading places, I have been changing faces",Almost Famous,2010
Recovery (2010),Eminem,"Honey, I applaud that ass, swear to God man, these broads can't dance",Won't Back Down,2010
Recovery (2010),Eminem,You meet and neither one of you even know what hit 'em,Love the Way You Lie,2010
Recovery (2010),Eminem,Be careful what you wish for,Almost Famous,2010
Recovery (2010),Eminem,So why in the world do I feel so alone,Talkin' 2 Myself,2010
Recovery (2010),Eminem,"Spewin' his hate to these haters, showin' no love for these broads",Almost Famous,2010
Recovery (2010),Eminem,"Come back, it wasn't you, baby it was me",Love the Way You Lie,2010
Recovery (2010),Eminem,"I can't call it, same shit different toilet",So Bad,2010
Recovery (2010),Eminem,"His metaphors and similes ain't similar to them, not at all",Almost Famous,2010
Recovery (2010),Eminem,"Like David Carradine, they can go fuck themselves and just die",Almost Famous,2010
Recovery (2010),Eminem,"Now, it all started with my father",So Bad,2010
Recovery (2010),Eminem,Why you think the only thing I got on is my pajamas,So Bad,2010
Recovery (2010),Eminem,"I told you I ain't foolin from the gate, this ain't the first day of April",So Bad,2010
Recovery (2010),Eminem,Skip over the huggie bear and all the kissy face please,So Bad,2010
Recovery (2010),Eminem,"Dynamite, ohh ohh",So Bad,2010
Recovery (2010),Eminem,Who could have known he'd grow to be a poet and not know it,Almost Famous,2010
Recovery (2010),Eminem,"So bare witness to some biblical shit, there's a cold wind blowin'",Almost Famous,2010
Recovery (2010),Eminem,You never wanted someone so bad you're sweatin',So Bad,2010
Recovery (2010),Eminem,So,So Bad,2010
Recovery (2010),Eminem,"Kinda feels like, I'm on a hole different page, right now.",Seduction,2010
Recovery (2010),Eminem,*Chicka-chicka*,So Bad,2010
Recovery (2010),Eminem,Into somethin' that's so incredible that I'm dwarfin',Seduction,2010
Recovery (2010),Eminem,"I shoot the gift like im hollerin', ",W.T.P.,2010
Recovery (2010),Eminem,"And if anyone asks, it ain't no one but us trash",W.T.P.,2010
Recovery (2010),Eminem,This sort of reaction from her yet,Seduction,2010
Recovery (2010),Eminem,"And if anyone asks, it ain't no one but us trash",W.T.P.,2010
Recovery (2010),Eminem,He's so out cold he's knocked out at the South Pole,Almost Famous,2010
Recovery (2010),Eminem,"But if you think that you're fuckin' with me, homie, you're on one",Seduction,2010
Recovery (2010),Eminem,"You think im backin' down, you must be out of your dang skulls",Almost Famous,2010
Recovery (2010),Eminem,"Your boys are like she's fuckin' with dude, she wants son",Seduction,2010
Recovery (2010),Eminem,"I'm back for revenge, I lost the battle, that ain't happenin' again",Almost Famous,2010
Recovery (2010),Eminem,"What you expect her to do, how you expect her to act in the sack",Seduction,2010
Recovery (2010),Eminem,Ain't nobody whose as good at what I do,Seduction,2010
Recovery (2010),Eminem,He's almost famous,Almost Famous,2010
Recovery (2010),Eminem,He'll leave a bruise on the bronze so dark you can see the mark when it scars,Almost Famous,2010
Recovery (2010),Eminem,She's sittin' here gettin' liquored up at the bar,Seduction,2010
Recovery (2010),Eminem,She's been stolen from you,Seduction,2010
Recovery (2010),Eminem,"I'm the logo on that Dallas Cowboy helmet, a star",Seduction,2010
Recovery (2010),Eminem,"'Cause one minute she loves you, the next she don't",Seduction,2010
Recovery (2010),Eminem,"Sissy soft punk, lookin' for some nookie or bosom",Cold Wind Blows,2010
Recovery (2010),Eminem,"'Cause they're just not good enough but I'm not givin' up, till I get my respect",Seduction,2010
Recovery (2010),Eminem,And things just ain't been the same since the day that I came forth,Seduction,2010
Recovery (2010),Eminem,"Drop the anvil, these are shoes that you can't fill",Cold Wind Blows,2010
Recovery (2010),Eminem,"It's your bitch on my dick, ain't my dang fault, man, I can't call it",Seduction,2010
Recovery (2010),Eminem,"Oh, oh-oh-oh, oh-oh oh",Cold Wind Blows,2010
Recovery (2010),Eminem,"We touch, I feel a rush, we clutch it isn't much",Space Bound,2010
Recovery (2010),Eminem,"I got a hole in my heart, like some kind of emotional roller coaster",Space Bound,2010
Recovery (2010),Eminem,She's been stolen from you,Seduction,2010
Recovery (2010),Eminem,"'Cause one minute she loves you, the next she don't",Seduction,2010
Recovery (2010),Eminem,"There's no limit on how far I would go, no boundaries, no lengths",Space Bound,2010
Recovery (2010),Eminem,"But I love you so much it hurts, never mistreated you once",Space Bound,2010
Recovery (2010),Eminem,"Oh wait, you don't like when I spit it fast, am I tryin' to show out, let me slow it down some",Seduction,2010
Recovery (2010),Eminem,Girl I think you just mighta tried to pull a mo'fuckin' fast one I'm mad,Untitled,2010
Recovery (2010),Eminem,If you can save any of it punk but none of it's fuckin' with me,Seduction,2010
Recovery (2010),Eminem,"Get up baby get a move on, like a U-Haul, you can rack your brain like pool balls",Untitled,2010
Recovery (2010),Eminem,"Aww, shit it I did it again when I lit up this pen, I emitted this phlegm",Session One,2010
Recovery (2010),Eminem,Your entire arsenal is not enough to fuck with one round,Seduction,2010
Recovery (2010),Eminem,"Quite scary to look at, a nightmare, where my book at I write fear",Session One,2010
Recovery (2010),Eminem,"See if he's cool with it, don't stand there and look stupid at",Untitled,2010
Recovery (2010),Eminem,"I am awesome and you are just awe struck, she's love stricken",Seduction,2010
Recovery (2010),Eminem,"Destroyed the front end, deployed the damn air bags on the dash",Session One,2010
Recovery (2010),Eminem,She's been stolen from you,Seduction,2010
Recovery (2010),Eminem,"Uh oh! You can call me R. Kelly, now urine/you're in",Session One,2010
Recovery (2010),Eminem,"'Cause one minute she loves you, the next she don't",Seduction,2010
Recovery (2010),Eminem,Although the whole world knows your name,Cold Wind Blows,2010
Recovery (2010),Eminem,", come take my hand ",Not Afraid,2010
Recovery (2010),Eminem,"I been through the ringer, but they can do little to the middle finger",Not Afraid,2010
Recovery (2010),Eminem,"Just why you came back again, you hate the fame",Cold Wind Blows,2010
Recovery (2010),Eminem,", come take my hand ",Not Afraid,2010
Recovery (2010),Eminem,"Fuck man, don't everybody welcome me back at once?",Cold Wind Blows,2010
Recovery (2010),Eminem,"Fuck your feelin's, instead of gettin' crowned you're gettin' capped",Not Afraid,2010
Recovery (2010),Eminem,"He's married to the game, like a ""fuck you"" for Christmas",Not Afraid,2010
Recovery (2010),Eminem,"Michael Vick in this bitch dog, fall back, you mutts",Cold Wind Blows,2010
Recovery (2010),Eminem,"Bitch, you don't fuckin' think I know that you suck dick, dummy",Cold Wind Blows,2010
Recovery (2010),Eminem,"Shorty, dance while I diss you to the beat, fuck the words",Cold Wind Blows,2010
Recovery (2010),Eminem,Holla if you feel like ,Not Afraid,2010
Recovery (2010),Eminem,"But I just had to get away, don't know why, I don't know what else to say",Going Through Changes,2010
Recovery (2010),Eminem,"Shady I don't understand your flow, understand my flow, bitch I flow like Troy",Untitled,2010
Recovery (2010),Eminem,"I ain't slowin' down for no one, I am almost homeward bound",Going Through Changes,2010
Recovery (2010),Eminem,"Everybody, give a fuck if it's right or wrong",Cold Wind Blows,2010
Recovery (2010),Eminem,"Oh, oh-oh-oh, oh-oh oh",Cold Wind Blows,2010
Recovery (2010),Eminem,You may be gone but you're never over,You're Never Over,2010
Recovery (2010),Eminem,"If Proof could see me now, I know he'd be proud",You're Never Over,2010
Recovery (2010),Eminem,"Kno-kno-know, know-know know",Cold Wind Blows,2010
Recovery (2010),Eminem,"Feel like I'm losin' control of myself, I sincerely",Going Through Changes,2010
Recovery (2010),Eminem,Oh oh-oh,Cold Wind Blows,2010
Recovery (2010),Eminem,Nobody'll fuckin' test me 'cause these ho's won't even dare,On Fire,2010
Recovery (2010),Eminem,Hit a blind man with a coloring book and told him color inside the lines,On Fire,2010
Recovery (2010),Eminem,"I'll kick a bitch in the cunt, 'til it makes a queef, and sounds like a fuckin' whoopee cushion",Cold Wind Blows,2010
Recovery (2010),Eminem,"This ain't a song, it's a warnin' to Brooke",On Fire,2010
Recovery (2010),Eminem,And no we ain't pumpkins on Halloween,You're Never Over,2010
Recovery (2010),Eminem,"Go ahead fuckin' hater push me, I told you ain't no fuckin' way to shush me",Cold Wind Blows,2010
Recovery (2010),Eminem, throwin' a spider in the snow,On Fire,2010
Recovery (2010),Eminem,", naw I can't goddammit, rap is a landfill",Cold Wind Blows,2010
Recovery (2010),Eminem,"In fact, I'll have the crowd smacking you themselves Where's D12, I don't feel like doing this by myself",Ridaz,2010
Recovery (2010),Eminem,"Stop spinnin' and Michael J. Fox'll, come to a stand-still",Cold Wind Blows,2010
Recovery (2010),Eminem,"Call it evil that men do, Lord forgive me for what my pen do",Cold Wind Blows,2010
Recovery (2010),Eminem,I don't think you understand how much you meant to me,You're Never Over,2010
Recovery (2010),Eminem,I got a couple of drinks here and I'm bound to refill,Ridaz,2010
Recovery (2010),Eminem,"I'm as cold as the cold wind, blows",Cold Wind Blows,2010
Recovery (2010),Eminem,"In a ambulance is your fate, nothing nobody told you when you- Left your house today coulda made you anticipate",Ridaz,2010
Recovery (2010),Eminem,"I'm as cold as the cold wind, blows",Cold Wind Blows,2010
Recovery (2010),Eminem,Huh,No Love,2010
Recovery (2010),Eminem,And I don't need you (No more),No Love,2010
Recovery (2010),Eminem,"How long will I be this way, Shady until my dyin' day",Cold Wind Blows,2010
Recovery (2010),Eminem,"I'm bananas pussy, cut off the grapes and grow a pair",Cold Wind Blows,2010
Recovery (2010),Eminem,"That means I'm on top of my game and it don't stop, till my hip don't hop anymore",No Love,2010
Recovery (2010),Eminem,The last thing you wanna do is have me spit out a rhyme,Cold Wind Blows,2010
Recovery (2010),Eminem,"'Bout to spit the greatest verse of all time, so you might want to go back to the lab tonight and um",No Love,2010
Recovery (2010),Eminem,"(No love, no love, no love, no love)",No Love,2010
Recovery (2010),Eminem,"No love lost, no love found",No Love,2010
Recovery (2010),Eminem,"When it snows, and it's twenty be-low",Cold Wind Blows,2010
Recovery (2010),Eminem,"I'm as cold as the cold wind, blows",Cold Wind Blows,2010
Recovery (2010),Eminem,"Married to the game, but she broke her vows",No Love,2010
Recovery (2010),Eminem,"My filet is smokin' weed; yeah, faggot, the stakes are high",Cinderella Man,2010
Recovery (2010),Eminem,I don't know... I don't know but I'll...,Cold Wind Blows,2010
Recovery (2010),Eminem,Then flipped the world upside down and made it rain upward,Cinderella Man,2010
Recovery (2010),Eminem,Mean things I don't mean to say,Cold Wind Blows,2010
Recovery (2010),Eminem,"I shut your lane down, took your spot; parked in it, too",Cinderella Man,2010
Recovery (2010),Eminem,There's a storm comin' that the weatherman couldn't predict,Cinderella Man,2010
Recovery (2010),Eminem,"It's lust, it's torturous, you must be a sorceress",Space Bound,2010
Recovery (2010),Eminem,"Fuck you hip-hop, I'm leaving you, my life sentence is served bitch",25 to Life,2010
Recovery (2010),Eminem,"Like you don't need 'em and they ain't worthy of you, feed 'em",25 to Life,2010
Recovery (2010),Eminem,"'Cause if I get burnt, I'ma show ya what it's like to hurt",Space Bound,2010
Recovery (2010),Eminem,Too late for the other side ,25 to Life,2010
Recovery (2010),Eminem,Don't ask me why I have no love for these mo'fuckin' hoes,Space Bound,2010
Recovery (2010),Eminem,And what I mean is that I will no longer let you control me,25 to Life,2010
Recovery (2010),Eminem,"It sucks, but it's exactly what I thought it would be",Space Bound,2010
Recovery (2010),Eminem,"It's like an explosion every time I hold ya, wasn't joking when I told ya",Space Bound,2010
Recovery (2010),Eminem,"And I miss you, ohhh",You're Never Over,2010
Recovery (2010),Eminem,"There's nothin' that I could do wrong, I'm too strong and im just too hype",You're Never Over,2010
Recovery (2010),Eminem,"And I'm aiming right at you, right at you",Space Bound,2010
Recovery (2010),Eminem,"I'm moppin' the floors with em, I keep tryin' to pass it",You're Never Over,2010
Recovery (2010),Eminem,"My body aches when I ain't, with you I have zero strength",Space Bound,2010
Recovery (2010),Eminem,"Bitch it's time to put the math back in the Mathers, 'cause I'm a fuckin' problem, run boy",Untitled,2010
Recovery (2010),Eminem,"Gonna be that one and then once we get 'em, it's never the same",Space Bound,2010
Recovery (2010),Eminem,"But so much is at stake, what the fuck does it take",Space Bound,2010
Recovery (2010),Eminem,"That I won't be making a mistake, 'cause I'm a",Space Bound,2010
Recovery (2010),Eminem,'Cause it will turn into a gremlin and run over kids women and men,Untitled,2010
Recovery (2010),Eminem,"250,000 miles on a clear night in June",Space Bound,2010
Recovery (2010),Eminem,"Nobody knows me I'm cold, walk down this road all alone",Space Bound,2010
Recovery (2010),Eminem,Like I missed the pass when I went long,Cold Wind Blows,2010
Recovery (2010),Eminem,"I'll set the world on fire, piss on it put it out",Cold Wind Blows,2010
Recovery (2010),Eminem,"I poured my heart out to you, let down my guard, swear to God",Space Bound,2010
Recovery (2010),Eminem,"You won't even listen so fuck it, I'm trying to stop you from breathing",Space Bound,2010
Recovery (2010),Eminem,"So, goddamn.",Cold Wind Blows,2010
Recovery (2010),Eminem,"Put your ear up to the speaker, dear, while I freak this world premier",Seduction,2010
Recovery (2010),Eminem,To let you walk up out this house and let you live,Space Bound,2010
Recovery (2010),Eminem,"Seduction, seduce",Seduction,2010
Recovery (2010),Eminem,And I would've did anything for you,Space Bound,2010
Recovery (2010),Eminem,"The bully's become bullied, if pussies get pushed then they better pull me",Almost Famous,2010
Recovery (2010),Eminem,'Fore I take a shit in his jack-o-lantern and smash it on his porch,Almost Famous,2010
Recovery (2010),Eminem,I'm a space-bound rocket ship and your heart's the moon,Space Bound,2010
Recovery (2010),Eminem,"Like someone took a ketchup squirter, squirted a frankfurter",Almost Famous,2010
Recovery (2010),Eminem,"Now, honey, don't let them pricks trip, we should make a quick dip",W.T.P.,2010
Recovery (2010),Eminem,"And I'm so lost without you, without you, without you",Space Bound,2010
Recovery (2010),Eminem,And walk around the party without a care like a body without a head,W.T.P.,2010
Recovery (2010),Eminem,"Does this look like an arcade, tryin' to play games, see this saw blade",Untitled,2010
Recovery (2010),Eminem,"Yeah! Oh, get up! I said, get up! Let's go!",W.T.P.,2010
Recovery (2010),Eminem,"MC's get so quiet, you can hear a mo'fuckin' dog whistle when I walk by",Untitled,2010
Recovery (2010),Eminem,Will I spend spend even ten cents on you since when,Untitled,2010
Recovery (2010),Eminem,I guarantee I'll be the greatest thing you've ever had,So Bad,2010
Recovery (2010),Eminem,"Dynamite, ohh ohh",So Bad,2010
Recovery (2010),Eminem,"Eenie-meenie-miney-mo, catch an Eskimo by his toe, while he's trying to roll a snowball",Untitled,2010
Recovery (2010),Eminem,But you may want to find something more stable,So Bad,2010
Recovery (2010),Eminem,'Cause...,Untitled,2010
Recovery (2010),Eminem,"Just keep slayin' em, rest in peace to ",Talkin' 2 Myself,2010
Recovery (2010),Eminem,I love the way you lie,Love the Way You Lie,2010
Recovery (2010),Eminem,"Lady put your money on Shady, fuck that other weak shit",Untitled,2010
Recovery (2010),Eminem,Unfashionable and 'bout as rational as a rash on a fag's asshole,Untitled,2010
Recovery (2010),Eminem,But that's alright because I love the way you lie,Love the Way You Lie,2010
Recovery (2010),Eminem,"Me bitch, I ain't in the mood for this shit, get my dick, Google it",Untitled,2010
Recovery (2010),Eminem,:,Love the Way You Lie,2010
Recovery (2010),Eminem,"Remind yourself of what the fuck I can do when I'm on the mic, girl, you're the kind of girl that I can take a likin' to",Won't Back Down,2010
Recovery (2010),Eminem,I gave Bruce Wayne a valium and said settle your fuckin' ass down,Won't Back Down,2010
Recovery (2010),Eminem,"But you won't get a hot fudge Sundae from me, so do not strut my way slut",Untitled,2010
Recovery (2010),Eminem,"And now that I got your panties in a bunch, and your bowels in an uproar",Untitled,2010
Recovery (2010),Eminem,"I've come to make it up to you now, no more fuckin' around",Talkin' 2 Myself,2010
Recovery (2010),Eminem,If there is then let me hear,Talkin' 2 Myself,2010
Recovery (2010),Eminem,"Eat your heart out Hannibal, understandable why you're jealous, fuck an animal",Untitled,2010
Recovery (2010),Eminem,"Woah, woah, woah, woah",Talkin' 2 Myself,2010
Recovery (2010),Eminem,"Polamalu's hair boy, don't you dare try to follow or compare boy",Untitled,2010
Recovery (2010),Eminem,"It was my decision to get clean, I did it for me",Not Afraid,2010
Recovery (2010),Eminem,"I've had enough, now I'm so fed up",Not Afraid,2010
Recovery (2010),Eminem,"Well bitch I'm back, with some shit for that ass, and your trunk, elephant hemorrhoids",Untitled,2010
Recovery (2010),Eminem,"I'm mannin' up, I'ma hold my ground",Not Afraid,2010
Recovery (2010),Eminem,And I just can't keep livin' this way,Not Afraid,2010
Recovery (2010),Eminem,The days are cold livin' without you,You're Never Over,2010
Recovery (2010),Eminem,"Holla if you feel like, you've been down the same road",Not Afraid,2010
Recovery (2010),Eminem,"Somewhere in me deep down, there's somethin' in me he found",You're Never Over,2010
Recovery (2010),Eminem,"Whatever weather, cold or warm",Not Afraid,2010
Recovery (2010),Eminem,That means suicide homie,You're Never Over,2010
Recovery (2010),Eminem,And the balls in my court and it's lonely on top of the world,You're Never Over,2010
Recovery (2010),Eminem,"We'll walk this road together, through the storm",Not Afraid,2010
Recovery (2010),Eminem,I'm not afraid ,Not Afraid,2010
Recovery (2010),Eminem,"Remember that when they get to doggin' your boy, homie",You're Never Over,2010
Recovery (2010),Eminem,These motherfuckers are doin' jumpin' jacks now,Not Afraid,2010
Recovery (2010),Eminem,"Just Blaze and me, we are knockin' on doors",You're Never Over,2010
Recovery (2010),Eminem,"Thought I had it mapped out but I guess I didn't, this fuckin' black cloud",Not Afraid,2010
Recovery (2010),Eminem,But I think I'm still tryin' to figure this crap out,Not Afraid,2010
Recovery (2010),Eminem,"So be careful what you say, there ain't no punks over here so follow me",You're Never Over,2010
Recovery (2010),Eminem,No one who knew me like you will ever know me,You're Never Over,2010
Recovery (2010),Eminem,"The nights are long, im growin' older",You're Never Over,2010
Recovery (2010),Eminem,"'Cause I ain't playin' around, there's a game called circle",Not Afraid,2010
Recovery (2010),Eminem,"All I'm tryna say is get back, click-clack-bloww",Not Afraid,2010
Recovery (2010),Eminem,Perhaps I ran them accents into the ground,Not Afraid,2010
Recovery (2010),Eminem,"Let's be honest, that last Relapse CD was eh",Not Afraid,2010
Recovery (2010),Eminem,"I shouldn't have to rhyme these words in a rhythm, for you to know it's a rap",Not Afraid,2010
Recovery (2010),Eminem,"And I miss you, ohhh",You're Never Over,2010
Recovery (2010),Eminem,"OK quit playin' with the scissors and shit, and cut the crap",Not Afraid,2010
Recovery (2010),Eminem,"Just lettin' you know that, you're not alone",Not Afraid,2010
Recovery (2010),Eminem,"And homie I'll never forget you, nooo",You're Never Over,2010
Recovery (2010),Eminem,"Tap dancin' all over the beat, it'll jump off the page and spit itself",You're Never Over,2010
Recovery (2010),Eminem,"And instead of mournin' your death, I'd rather celebrate your life",You're Never Over,2010
Recovery (2010),Eminem,Tryin' to process this loss is makin' me nauseous,You're Never Over,2010
Recovery (2010),Eminem,"Pacin' these hallways, you had faith in me always",You're Never Over,2010
Recovery (2010),Eminem,"I'ma own so many belts, only place they can hit me is below 'em",You're Never Over,2010
Recovery (2010),Eminem,"Matter fact, it was just the other night, had another dream about you",You're Never Over,2010
Recovery (2010),Eminem,There wasn't no way that I was ever gonna leave them babies and Proof,You're Never Over,2010
Recovery (2010),Eminem,Just grant me the strength that I need for one more day to get through,You're Never Over,2010
Recovery (2010),Eminem,"I miss the days of old, thinkin' about you",You're Never Over,2010
Recovery (2010),Eminem,"And it don't quit, ohhh",You're Never Over,2010
Recovery (2010),Eminem,"And homie I'll never forget you, nooo",You're Never Over,2010
Recovery (2010),Eminem,Too late for the other side,25 to Life,2010
Recovery (2010),Eminem,I'm taking my life back,25 to Life,2010
Recovery (2010),Eminem,"Caught in a chase, 25 to life",25 to Life,2010
Recovery (2010),Eminem,"But I've already wasted over half my life, I would have laid",25 to Life,2010
Recovery (2010),Eminem,"Down and died for you, I no longer cry for you, no more pain",25 to Life,2010
Recovery (2010),Eminem,"Straight into the planet, into the dirt I can no longer stand it",25 to Life,2010
Recovery (2010),Eminem,"Now my respect I demand it, I'ma take control of this relationship command it",25 to Life,2010
Recovery (2010),Eminem,"Look at how I dress, fuckin' baggy sweats, go to work a mess",25 to Life,2010
Recovery (2010),Eminem,"Whatever weather, cold or warm",Not Afraid,2010
Recovery (2010),Eminem,"Always in a rush to get back to you, I ain't heard you yet",25 to Life,2010
Recovery (2010),Eminem,"Yeah, too late",25 to Life,2010
Recovery (2010),Eminem,I've done my best to give you nothin' less than perfectness,25 to Life,2010
Recovery (2010),Eminem,"And I won't be comin' back, so don't hold your fuckin' breath",25 to Life,2010
Recovery (2010),Eminem,"You know what you've done, no need to go in depth",25 to Life,2010
Recovery (2010),Eminem,Everybody ,Not Afraid,2010
Recovery (2010),Eminem,"How's it feel now, yeah funny ain't it",25 to Life,2010
Recovery (2010),Eminem,"You neglected me, did me a favor though my spirit free you've set",25 to Life,2010
Recovery (2010),Eminem,"Caught in a chase, 25 to life ",25 to Life,2010
Recovery (2010),Eminem, to take a stand ,Not Afraid,2010
Recovery (2010),Eminem,Too late for the other side,25 to Life,2010
Recovery (2010),Eminem,I feel like when I bend over  ,25 to Life,2010
Recovery (2010),Eminem,To pull his dick from the dirt and fuck the whole universe,Not Afraid,2010
Recovery (2010),Eminem," backwards for you, all you do is laugh",25 to Life,2010
Recovery (2010),Eminem,"Till I snap, don't think I'm loyal, all I do is rap",25 to Life,2010
Recovery (2010),Eminem,"How can I moonlight on the side, I have no life outside of that",25 to Life,2010
Recovery (2010),Eminem,"Jealous when I spend time with the girls, why I'm married to you",25 to Life,2010
Recovery (2010),Eminem,"Still man I don't know, but tonight I'm serving you with papers",25 to Life,2010
Recovery (2010),Eminem,"Oh, now I'm special, I ain't feel special when I was with you",25 to Life,2010
Recovery (2010),Eminem,"All I ever felt was dissed, helplessness, imprisoned by a selfish bitch",25 to Life,2010
Recovery (2010),Eminem,"I just miss you, ohhh",You're Never Over,2010
Recovery (2010),Eminem,"And still I stick with this, I'm sick of this",25 to Life,2010
Recovery (2010),Eminem,"My friends keep askin' me, why I can't just walk away from 'em",25 to Life,2010
Recovery (2010),Eminem,"I'm addicted to the pain the stress the drama, I'm drawn to shit",25 to Life,2010
Recovery (2010),Eminem,"But this time I ain't changin' my mind, I'm climbin' out this abyss",25 to Life,2010
Recovery (2010),Eminem,You're screamin' as I walk out that I'll be missed,25 to Life,2010
Recovery (2010),Eminem,And it's just,25 to Life,2010
Recovery (2010),Eminem,Too late for the other side,25 to Life,2010
Recovery (2010),Eminem,Too late for the other side,25 to Life,2010
Recovery (2010),Eminem,"Caught in a chase, 25 to life",25 to Life,2010
Recovery (2010),Eminem,So fuck it,Cinderella Man,2010
Recovery (2010),Eminem,Some of us don't get a second chance,Cinderella Man,2010
Recovery (2010),Eminem,"Comin' out the nozzle on a fire hose, flyer than swatters",Cinderella Man,2010
Recovery (2010),Eminem,"Smash an hourglass, grab the sand, take his hands and cup 'em",Cinderella Man,2010
Recovery (2010),Eminem,"I got up, I'm back to punch you to the ground, you're tricked",Cinderella Man,2010
Recovery (2010),Eminem,"It's a trap; fuck my last CD, that shit's in my trash",Cinderella Man,2010
Recovery (2010),Eminem,I'll be goddamned if another rapper gets in my ass,Cinderella Man,2010
Recovery (2010),Eminem,I hit the gas and I spit every rap as if it's my last,Cinderella Man,2010
Recovery (2010),Eminem,"And it don't stop, ohhh",You're Never Over,2010
Recovery (2010),Eminem,"I'm destroyin' your livelihood, I ain't just hurtin' your rep",Cinderella Man,2010
Recovery (2010),Eminem,You may be gone but you're never over,You're Never Over,2010
Recovery (2010),Eminem,Knowin' there's nothin' you can do about it,Cinderella Man,2010
Recovery (2010),Eminem,"Arsenic flow, lighter fluid, saliva—what can you do?",Cinderella Man,2010
Recovery (2010),Eminem,"Go get your crew to hype you up; stand behind you like, wooh",Cinderella Man,2010
Recovery (2010),Eminem,Fry his ass and put his ashes back together with glue,Cinderella Man,2010
Recovery (2010),Eminem,"So you can hate him, he don't blame you; frankly, he would, too",Cinderella Man,2010
Recovery (2010),Eminem,", here's a clue ",Cinderella Man,2010
Recovery (2010),Eminem,The days are cold livin' without you,You're Never Over,2010
Recovery (2010),Eminem,"It's in your ass (hey), he's in your ass; he's all up in your psyche, too ",Cinderella Man,2010
Recovery (2010),Eminem,"Lord, im so thankful, please don't think that I don't feel grateful, I do",You're Never Over,2010
Recovery (2010),Eminem,"Fuck the past, motherfucker; he's the shit right how",Cinderella Man,2010
Recovery (2010),Eminem,He's ,Cinderella Man,2010
Recovery (2010),Eminem,"Came to wrap the game up in cellophane, raise hell; from hell he came",Cinderella Man,2010
Recovery (2010),Eminem,Not many are lucky enough to have a guardian angel like you,You're Never Over,2010
Recovery (2010),Eminem,"And it don't quit, ohhh",You're Never Over,2010
Recovery (2010),Eminem,In this day and age and at this stage of the game,Cinderella Man,2010
Recovery (2010),Eminem,Mediocrity can no longer be allowed to fly,Cinderella Man,2010
Recovery (2010),Eminem,"Consider it his last hurrah, the coup de grace; raise 'em high",Cinderella Man,2010
Recovery (2010),Eminem,"In the sky, keep 'em out, time to bring the place alive",Cinderella Man,2010
Recovery (2010),Eminem,"Shit, I ain't even s'pposed to be here by the grace of God",Cinderella Man,2010
Recovery (2010),Eminem,"His gift is a curse, forget the earth, he's got the urge",Not Afraid,2010
Recovery (2010),Eminem,Who forms pyramids and raps circles around square lyricists?,Cinderella Man,2010
Recovery (2010),Eminem,"Whether he's on salary, paid hourly",Not Afraid,2010
Recovery (2010),Eminem," album, he's still shittin'",Not Afraid,2010
Recovery (2010),Eminem,", here's a clue ",Cinderella Man,2010
Recovery (2010),Eminem,"He came to the ball in his wife beater, lost his Nike shoe",Cinderella Man,2010
Recovery (2010),Eminem,"No if ands or buts, don't try to ask him why or how can he",Not Afraid,2010
Recovery (2010),Eminem,"Now, what's his name?",Cinderella Man,2010
Recovery (2010),Eminem,"And all those who looked down on me, I'm tearin' down your balcony",Not Afraid,2010
Recovery (2010),Eminem,"What you think, I'm doin' this for me, so fuck the world feed it beans",Not Afraid,2010
Recovery (2010),Eminem,"When I say I'ma do somethin' I do it, I don't give a damn",Not Afraid,2010
Recovery (2010),Eminem,Throw dirt on me and grow a wildflower,No Love,2010
Recovery (2010),Eminem,"Yeah my life a bitch, but you know nothin' bout her",No Love,2010
