album,artist,lyric,song,year
Still I Rise (1999),tupac,Rest in peace nigga,Teardrops and Closed Caskets,1999
Still I Rise (1999),tupac,"May your enemies be deceased, dead on the streets",Teardrops and Closed Caskets,1999
Still I Rise (1999),tupac,We can't have peace till the niggaz get a piece,Teardrops and Closed Caskets,1999
Still I Rise (1999),tupac,(Nate) Will I...,Teardrops and Closed Caskets,1999
Still I Rise (1999),tupac,(2Pac),Black Jesuz,1999
Still I Rise (1999),tupac,Searching for Black Jesus,Black Jesuz,1999
Still I Rise (1999),tupac,"Oh yeah, sportin jewels and shit, yaknahmean?",Black Jesuz,1999
Still I Rise (1999),tupac,(Black Jesus; you can be Christian,Black Jesuz,1999
Still I Rise (1999),tupac,"Baptist, Jehovah Witness)",Black Jesuz,1999
Still I Rise (1999),tupac,"Straight tatted up, no doubt, no doubt",Black Jesuz,1999
Still I Rise (1999),tupac,"(Islamic, won't matter to me",Black Jesuz,1999
Still I Rise (1999),tupac,"I'm a thug; thugs, we praise Black Jesus, all day)",Black Jesuz,1999
Still I Rise (1999),tupac,"Young Kadafi in this bitch, set it off nigga...",Black Jesuz,1999
Still I Rise (1999),tupac,What?,Black Jesuz,1999
Still I Rise (1999),tupac,(Kadafi),Black Jesuz,1999
Still I Rise (1999),tupac,"I do my shootin's on a knob, prayin' to God for my squad",Black Jesuz,1999
Still I Rise (1999),tupac,"Stuck in a nightmare, hopin he might care",Black Jesuz,1999
Still I Rise (1999),tupac,"Though times is hard, up against all odds, I play my cards",Black Jesuz,1999
Still I Rise (1999),tupac,"Like I'm jailin, shots hittin up my spot like midnight rains hailin",Black Jesuz,1999
Still I Rise (1999),tupac,Got me bailin to stacks more green; Gods ain't tryin' to be trapped,Black Jesuz,1999
Still I Rise (1999),tupac,On no block slangin no rocks like bean pies,Black Jesuz,1999
Still I Rise (1999),tupac,Brainstorm on the beginnin,Black Jesuz,1999
Still I Rise (1999),tupac,Wonder how shit like the Qu'ran and the Bible was written,Black Jesuz,1999
Still I Rise (1999),tupac,What is religion?,Black Jesuz,1999
Still I Rise (1999),tupac,Gods words all cursed like crack,Black Jesuz,1999
Still I Rise (1999),tupac,Shai-tan's way of gettin' us back,Black Jesuz,1999
Still I Rise (1999),tupac,Or just another one of my Black Jesus traps,Black Jesuz,1999
Still I Rise (1999),tupac,(Storm),Black Jesuz,1999
Still I Rise (1999),tupac,Who's got the heart to stand beside me?,Black Jesuz,1999
Still I Rise (1999),tupac,I feel my enemies creepin' up in silence,Black Jesuz,1999
Still I Rise (1999),tupac,"Dark prayer, scream violence - demons all around me",Black Jesuz,1999
Still I Rise (1999),tupac,Can't even bend my knees just a lost cloud; Black Jesus,Black Jesuz,1999
Still I Rise (1999),tupac,"Give me a reason to survive, in this earthly hell",Black Jesuz,1999
Still I Rise (1999),tupac,"'Cause I swear, they tryin' to break my will",Black Jesuz,1999
Still I Rise (1999),tupac,I'm on the edge lookin' down at this bottomless pit,Black Jesuz,1999
Still I Rise (1999),tupac,Will it matter if I cease to exist? Black Jesus,Black Jesuz,1999
Still I Rise (1999),tupac,(2Pac),Black Jesuz,1999
Still I Rise (1999),tupac,"All hail, the pressure no endeavor can fail",Black Jesuz,1999
Still I Rise (1999),tupac,Some missin' souls turn to hoes when exposed to jail,Black Jesuz,1999
Still I Rise (1999),tupac,"In times of war we need somebody raw, rally the troops",Black Jesuz,1999
Still I Rise (1999),tupac,Like a Saint that we can trust to help to carry us through,Black Jesuz,1999
Still I Rise (1999),tupac,"Black Jesus, hahahahaha",Black Jesuz,1999
Still I Rise (1999),tupac,He's like a Saint that we can trust to help to carry us through,Black Jesuz,1999
Still I Rise (1999),tupac,Black Jesus,Black Jesuz,1999
Still I Rise (1999),tupac,(Young Noble),Black Jesuz,1999
Still I Rise (1999),tupac,"Outlawz we got our own race, culture, religion",Black Jesuz,1999
Still I Rise (1999),tupac,"Rebellin against the system, commence to lynchin",Black Jesuz,1999
Still I Rise (1999),tupac,The President ain't even listenin to the pain of the youth,Black Jesuz,1999
Still I Rise (1999),tupac,"We make music for eternity, forever the truth",Black Jesuz,1999
Still I Rise (1999),tupac,"Political prisoner, the two choices that they givin' us",Black Jesuz,1999
Still I Rise (1999),tupac,"Ride or die, for life they sentence us",Black Jesuz,1999
Still I Rise (1999),tupac,"Oh Black Jesus, please watch over my brother Shawn",Black Jesuz,1999
Still I Rise (1999),tupac,"Soon as the sky get bright, it's just another storm",Black Jesuz,1999
Still I Rise (1999),tupac,"Brothers gone, now labeled a statistic",Black Jesuz,1999
Still I Rise (1999),tupac,"Ain't no love for us ghetto kids, they call us nigglets",Black Jesuz,1999
Still I Rise (1999),tupac,"History repeats itself, nuttin new",Black Jesuz,1999
Still I Rise (1999),tupac,"In school I knew, e'rything I read wasn't true",Black Jesuz,1999
Still I Rise (1999),tupac,Black Jesus,Black Jesuz,1999
Still I Rise (1999),tupac,(2Pac),Black Jesuz,1999
Still I Rise (1999),tupac,"To this click I'm dedicated, criminal orientated",Black Jesuz,1999
Still I Rise (1999),tupac,"An Outlaw initiated, blazed and faded",Black Jesuz,1999
Still I Rise (1999),tupac,"Made for terror, major league niggaz pray together",Black Jesuz,1999
Still I Rise (1999),tupac,Bitches in they grave while my real niggaz play together,Black Jesuz,1999
Still I Rise (1999),tupac,"We die clutchin glasses, filled with liquor bomblastic",Black Jesuz,1999
Still I Rise (1999),tupac,"Cremated, last wishes nigga smoke my ashes",Black Jesuz,1999
Still I Rise (1999),tupac,"High sigh why die wishin, hopin for possibilities",Black Jesuz,1999
Still I Rise (1999),tupac,"I'll mob on, why they copy me sloppily",Black Jesuz,1999
Still I Rise (1999),tupac,"Cops patrol projects, hatin' the people livin' in them",Black Jesuz,1999
Still I Rise (1999),tupac,"I was born an inmate, waitin to escape the prison",Black Jesuz,1999
Still I Rise (1999),tupac,"Went to church but don't understand it, they underhanded",Black Jesuz,1999
Still I Rise (1999),tupac,"God gave me these commandments, the world is scandalous",Black Jesuz,1999
Still I Rise (1999),tupac,Blast till they holy high; baptize they evil minds,Black Jesuz,1999
Still I Rise (1999),tupac,"Wise, no longer blinded, watch me shine trick",Black Jesuz,1999
Still I Rise (1999),tupac,Which one of y'all wanna feel the degrees?,Black Jesuz,1999
Still I Rise (1999),tupac,Bitches freeze facin Black Jesus,Black Jesuz,1999
Still I Rise (1999),tupac,(2Pac),Black Jesuz,1999
Still I Rise (1999),tupac,"All hail, the pressure no endeavor can fail",Black Jesuz,1999
Still I Rise (1999),tupac,Some missin' souls turn to hoes when exposed to jail,Black Jesuz,1999
Still I Rise (1999),tupac,"In times of war we need somebody raw, rally the troops",Black Jesuz,1999
Still I Rise (1999),tupac,Like a Saint that we can trust to help to carry us through,Black Jesuz,1999
Still I Rise (1999),tupac,Black Jesus,Black Jesuz,1999
Still I Rise (1999),tupac,(Kastro),Black Jesuz,1999
Still I Rise (1999),tupac,"Some say, some day, some how, some way, we gon' fail",Black Jesuz,1999
Still I Rise (1999),tupac,"And it ain't hard to tell, we dwell in hell",Black Jesuz,1999
Still I Rise (1999),tupac,"Trapped, black, scarred and barred",Black Jesuz,1999
Still I Rise (1999),tupac,"Searching for truth, where it's hard to find God",Black Jesuz,1999
Still I Rise (1999),tupac,"I play the Pied Piper, and to this Thug Life, I'm a lifer",Black Jesuz,1999
Still I Rise (1999),tupac,"Proceed, to turn up the speed, just for stripes",Black Jesuz,1999
Still I Rise (1999),tupac,"My Black Jesus, walk through this valley with me",Black Jesuz,1999
Still I Rise (1999),tupac,"Where we, so used to hard times and casualties",Black Jesuz,1999
Still I Rise (1999),tupac,"Indeed, it hurt me deep to have to sleep on the streets",Black Jesuz,1999
Still I Rise (1999),tupac,"And haven't eaten in weeks, so save a prayer for me",Black Jesuz,1999
Still I Rise (1999),tupac,"And all the young thugs, raised on drugs and guns",Black Jesuz,1999
Still I Rise (1999),tupac,"Blazed out and numb, slaves to this slums",Black Jesuz,1999
Still I Rise (1999),tupac,This ain't livin'... Jesus,Black Jesuz,1999
Still I Rise (1999),tupac,(Singers repeat in background 3X),Black Jesuz,1999
Still I Rise (1999),tupac,We believed in you,Black Jesuz,1999
Still I Rise (1999),tupac,Everything you do,Black Jesuz,1999
Still I Rise (1999),tupac,"Just wanna let you know, how we feel",Black Jesuz,1999
Still I Rise (1999),tupac,Black Jesus!,Black Jesuz,1999
Still I Rise (1999),tupac,Searchin for Black Jesus,Black Jesuz,1999
Still I Rise (1999),tupac,"It's hard, it's hard",Black Jesuz,1999
Still I Rise (1999),tupac,We need help out here,Black Jesuz,1999
Still I Rise (1999),tupac,So we searchins for Black Jesus,Black Jesuz,1999
Still I Rise (1999),tupac,"It's like a Saint, that we pray to in the ghetto, to get us through",Black Jesuz,1999
Still I Rise (1999),tupac,Somebody that understand our pain,Black Jesuz,1999
Still I Rise (1999),tupac,"You know maybe not too perfect, you know",Black Jesuz,1999
Still I Rise (1999),tupac,Somebody that hurt like we hurt,Black Jesuz,1999
Still I Rise (1999),tupac,Somebody that smoke like we smoke,Black Jesuz,1999
Still I Rise (1999),tupac,Drink like we drink,Black Jesuz,1999
Still I Rise (1999),tupac,That understand where we coming from,Black Jesuz,1999
Still I Rise (1999),tupac,That's who we pray to,Black Jesuz,1999
Still I Rise (1999),tupac,We need help y'all,Black Jesuz,1999
Still I Rise (1999),tupac,(2Pac),Tattoo Tears,1999
Still I Rise (1999),tupac,Live back at 'cha Westside baaaaby,Tattoo Tears,1999
Still I Rise (1999),tupac,"Aight fuck it, we gone flip some new shit now",Tattoo Tears,1999
Still I Rise (1999),tupac,"You heard All Eyez on Me, niggaz know what time it is",Tattoo Tears,1999
Still I Rise (1999),tupac,(Makaveli the Don) 'Pac do it like that,Tattoo Tears,1999
Still I Rise (1999),tupac,"Rhymin and stealin, sellin five million",Tattoo Tears,1999
Still I Rise (1999),tupac,(Outlaw... ninety-nine),Tattoo Tears,1999
Still I Rise (1999),tupac,"Fresh out on bail, niggaz still can't see me",Tattoo Tears,1999
Still I Rise (1999),tupac,"(Napoleon, E.D.I, Young Noble, Fatal Hussein)",Tattoo Tears,1999
Still I Rise (1999),tupac,That's how it is,Tattoo Tears,1999
Still I Rise (1999),tupac,"Now we got a new motherfuckin plan, and a new mission",Tattoo Tears,1999
Still I Rise (1999),tupac,"(Makaveli the Don, Greg Nice, Outlaw - Outlaw)",Tattoo Tears,1999
Still I Rise (1999),tupac,"Competition, so they say, these niggaz is gay",Tattoo Tears,1999
Still I Rise (1999),tupac,(Outlaw - Outlaw),Tattoo Tears,1999
Still I Rise (1999),tupac,Blast me? It could never happen,Tattoo Tears,1999
Still I Rise (1999),tupac,At least not while I'm walkin' and rappin',Tattoo Tears,1999
Still I Rise (1999),tupac,Heard of some niggaz on the other side of town who wanna ride wit me,Tattoo Tears,1999
Still I Rise (1999),tupac,"(Throw ya hands up, hands up)",Tattoo Tears,1999
Still I Rise (1999),tupac,"They can't hide, listen to the rough shit, my click",Tattoo Tears,1999
Still I Rise (1999),tupac,(Throw ya motherfuckin hands up),Tattoo Tears,1999
Still I Rise (1999),tupac,I said many times busters still can't see,Tattoo Tears,1999
Still I Rise (1999),tupac,Y'all niggaz can't fuck with me (Outlaw),Tattoo Tears,1999
Still I Rise (1999),tupac,"I been, handlin stress in this shit for years",Tattoo Tears,1999
Still I Rise (1999),tupac,"Blazed out sheddin tattooed tears; now, I",Tattoo Tears,1999
Still I Rise (1999),tupac,Said many times busters still can't see,Tattoo Tears,1999
Still I Rise (1999),tupac,Y'all niggaz can't fuck with me (Outlaw),Tattoo Tears,1999
Still I Rise (1999),tupac,"I been, handlin stress in this shit for years",Tattoo Tears,1999
Still I Rise (1999),tupac,Blazed out sheddin tattooed tears,Tattoo Tears,1999
Still I Rise (1999),tupac,"Now, Rock-a-bye baby, I'm thugged out and so crazy",Tattoo Tears,1999
Still I Rise (1999),tupac,"Don't want to hurt a soul nigga, so don't make me",Tattoo Tears,1999
Still I Rise (1999),tupac,I got a dream to see my whole team in Lexus Coupes,Tattoo Tears,1999
Still I Rise (1999),tupac,"My enemies dead 'n' buried, now the stress is through",Tattoo Tears,1999
Still I Rise (1999),tupac,"But that's a dream, though it seems like reality; there'll",Tattoo Tears,1999
Still I Rise (1999),tupac,Never be peace long as there's fiends on these Cali streets,Tattoo Tears,1999
Still I Rise (1999),tupac,"Even on the other side brothers die, but ride",Tattoo Tears,1999
Still I Rise (1999),tupac,Niggaz get high off a slow form of suicide,Tattoo Tears,1999
Still I Rise (1999),tupac,"Hide the closest thoughts, the war is fought as casualties",Tattoo Tears,1999
Still I Rise (1999),tupac,"I live my life to fuckin' mo', exposin tragically",Tattoo Tears,1999
Still I Rise (1999),tupac,How can we find some peace and niggaz still ain't get a piece,Tattoo Tears,1999
Still I Rise (1999),tupac,"I know I'm probably hellbound, but we got to eat",Tattoo Tears,1999
Still I Rise (1999),tupac,I'm seeing Satin infiltratin; my military mind,Tattoo Tears,1999
Still I Rise (1999),tupac,"Make me hustle all the time, go out for cash makin'",Tattoo Tears,1999
Still I Rise (1999),tupac,Forgive my adversaries they don't understand what we go through,Tattoo Tears,1999
Still I Rise (1999),tupac,"To become a man, we sheddin tattoed tears",Tattoo Tears,1999
Still I Rise (1999),tupac,(2Pac + Young Noble),Tattoo Tears,1999
Still I Rise (1999),tupac,I said many times busters still can't see,Tattoo Tears,1999
Still I Rise (1999),tupac,Y'all niggaz can't fuck with me (Outlaw),Tattoo Tears,1999
Still I Rise (1999),tupac,"I been, handlin stress in this shit for years",Tattoo Tears,1999
Still I Rise (1999),tupac,"Blazed out sheddin tattooed tears; now, I",Tattoo Tears,1999
Still I Rise (1999),tupac,Said many times busters still can't see,Tattoo Tears,1999
Still I Rise (1999),tupac,Y'all niggaz can't fuck with me (Outlaw),Tattoo Tears,1999
Still I Rise (1999),tupac,"I been, handlin stress in this shit for years",Tattoo Tears,1999
Still I Rise (1999),tupac,Blazed out sheddin tattooed tears,Tattoo Tears,1999
Still I Rise (1999),tupac,(2Pac) Thugged out baby,Tattoo Tears,1999
Still I Rise (1999),tupac,(Young Noble),Tattoo Tears,1999
Still I Rise (1999),tupac,We don't shed tears we shed blood,Tattoo Tears,1999
Still I Rise (1999),tupac,Do you still wanna be a thug? HUH? WHAT?,Tattoo Tears,1999
Still I Rise (1999),tupac,We don't shed tears we shed blood,Tattoo Tears,1999
Still I Rise (1999),tupac,Do you still wanna be a thug?,Tattoo Tears,1999
Still I Rise (1999),tupac,"Yo, criminal ways of thinkin' made me crave Abe Lincolns",Tattoo Tears,1999
Still I Rise (1999),tupac,The days I spent stinkin caught victims on the weekends,Tattoo Tears,1999
Still I Rise (1999),tupac,"Seeking a better path, expose a better half of me",Tattoo Tears,1999
Still I Rise (1999),tupac,"Blast for me, the task after me",Tattoo Tears,1999
Still I Rise (1999),tupac,For a few years sheddin tattooed tears,Tattoo Tears,1999
Still I Rise (1999),tupac,"Like Gram' Sammy, we feudin for the whole damn family",Tattoo Tears,1999
Still I Rise (1999),tupac,"We scarred up, homies is barred up for mad time",Tattoo Tears,1999
Still I Rise (1999),tupac,Outlawz locked down for some past crimes,Tattoo Tears,1999
Still I Rise (1999),tupac,Fast dimes made my stash grow smaller,Tattoo Tears,1999
Still I Rise (1999),tupac,"Your block ain't no harder, fake baller",Tattoo Tears,1999
Still I Rise (1999),tupac,(Napoleon),Tattoo Tears,1999
Still I Rise (1999),tupac,Nigga it's like this,Tattoo Tears,1999
Still I Rise (1999),tupac,I been thuggin' just for the cause of it,Tattoo Tears,1999
Still I Rise (1999),tupac,"Out to get all of it, but I'll never loose my balls and shit",Tattoo Tears,1999
Still I Rise (1999),tupac,And it's all for the pressure,Tattoo Tears,1999
Still I Rise (1999),tupac,That'll make me cock my shit up off the dresser,Tattoo Tears,1999
Still I Rise (1999),tupac,Made nigga mafia of course my niggas gonna test ya,Tattoo Tears,1999
Still I Rise (1999),tupac,"Answers to the questions, bullets to my Smith N' Wesson",Tattoo Tears,1999
Still I Rise (1999),tupac,"Still stucked up in a fuck session, Jersey where the niggaz flexin",Tattoo Tears,1999
Still I Rise (1999),tupac,Po-po's guessin if the stolen car gonna do a drive-by,Tattoo Tears,1999
Still I Rise (1999),tupac,"Wet 'em up from his shoulders, leave him bye-bye",Tattoo Tears,1999
Still I Rise (1999),tupac,"Now mama cry-cry, but it ain't my time to either die-die",Tattoo Tears,1999
Still I Rise (1999),tupac,"So ask me why-why, but I feel that God owe me my life",Tattoo Tears,1999
Still I Rise (1999),tupac,"For the things he did, but I turn my pleasure into sin",Tattoo Tears,1999
Still I Rise (1999),tupac,Blazed out sheddin tattoed tears,Tattoo Tears,1999
Still I Rise (1999),tupac,I said many times busters still can't see,Tattoo Tears,1999
Still I Rise (1999),tupac,Y'all niggaz can't fuck with me (Outlaw),Tattoo Tears,1999
Still I Rise (1999),tupac,"I been, handlin stress in this shit for years",Tattoo Tears,1999
Still I Rise (1999),tupac,"Blazed out sheddin tattooed tears; now, I",Tattoo Tears,1999
Still I Rise (1999),tupac,Said many times busters still can't see,Tattoo Tears,1999
Still I Rise (1999),tupac,Y'all niggaz can't fuck with me (Outlaw),Tattoo Tears,1999
Still I Rise (1999),tupac,"I been, handlin stress in this shit for years",Tattoo Tears,1999
Still I Rise (1999),tupac,Blazed out sheddin tattooed tears,Tattoo Tears,1999
Still I Rise (1999),tupac,(Kadafi),Tattoo Tears,1999
Still I Rise (1999),tupac,Shit... ain't no unity in my community it's do or die,Tattoo Tears,1999
Still I Rise (1999),tupac,Seein my opprunities through these bars of hell while gettin' high,Tattoo Tears,1999
Still I Rise (1999),tupac,As life replays like time; underhanded schemes,Tattoo Tears,1999
Still I Rise (1999),tupac,To get that cream and thangs while livin' this life of crime,Tattoo Tears,1999
Still I Rise (1999),tupac,My enemies want me squeezed,Tattoo Tears,1999
Still I Rise (1999),tupac,"They get dumped like 3's, with 57 wasted at they knees",Tattoo Tears,1999
Still I Rise (1999),tupac,Please beware we thugs revolution size,Tattoo Tears,1999
Still I Rise (1999),tupac,Criminals dare be last mental me intitutionalize,Tattoo Tears,1999
Still I Rise (1999),tupac,"Locked down, got many shell shocked, now",Tattoo Tears,1999
Still I Rise (1999),tupac,Holdin' down fort like I'm stuck in court cell block style,Tattoo Tears,1999
Still I Rise (1999),tupac,(Kastro),Tattoo Tears,1999
Still I Rise (1999),tupac,"Yo I been loosin sleep, stay awake way past late",Tattoo Tears,1999
Still I Rise (1999),tupac,Visions of killers en masse at the blast mayne,Tattoo Tears,1999
Still I Rise (1999),tupac,As I lay here gatted down and tatted,Tattoo Tears,1999
Still I Rise (1999),tupac,Knowin' now it's hard to slow down for a addict,Tattoo Tears,1999
Still I Rise (1999),tupac,"It's been years of stugglin, guzzlin beers",Tattoo Tears,1999
Still I Rise (1999),tupac,"Beefin and never even, ain't no love in the air",Tattoo Tears,1999
Still I Rise (1999),tupac,"And I suffer my shit in hell, talkin' to the heavens",Tattoo Tears,1999
Still I Rise (1999),tupac,Walkin' through the valley of death with my fellas,Tattoo Tears,1999
Still I Rise (1999),tupac,"I lost a lot, startin with hope I tried",Tattoo Tears,1999
Still I Rise (1999),tupac,And for every tattoo I got a moment I cried,Tattoo Tears,1999
Still I Rise (1999),tupac,"I'm through with the lies, the two in my eyes, yell pain",Tattoo Tears,1999
Still I Rise (1999),tupac,"Step in my shoes, nuttin to lose, but my brain",Tattoo Tears,1999
Still I Rise (1999),tupac,"I'ma hold it down tho', with all the struggle to bear",Tattoo Tears,1999
Still I Rise (1999),tupac,"Ain't nothing to fear, cryin these tattooed tears",Tattoo Tears,1999
Still I Rise (1999),tupac,Come on...,Tattoo Tears,1999
Still I Rise (1999),tupac,I said many times busters still can't see,Tattoo Tears,1999
Still I Rise (1999),tupac,Y'all niggaz can't fuck with me (Outlaw),Tattoo Tears,1999
Still I Rise (1999),tupac,"I been, handlin stress in this shit for years",Tattoo Tears,1999
Still I Rise (1999),tupac,"Blazed out sheddin tattooed tears; now, I",Tattoo Tears,1999
Still I Rise (1999),tupac,Said many times busters still can't see,Tattoo Tears,1999
Still I Rise (1999),tupac,Y'all niggaz can't fuck with me (Outlaw),Tattoo Tears,1999
Still I Rise (1999),tupac,"I been, handlin stress in this shit for years",Tattoo Tears,1999
Still I Rise (1999),tupac,Blazed out sheddin tattooed tears,Tattoo Tears,1999
Still I Rise (1999),tupac,(2Pac),Homeboyz,1999
Still I Rise (1999),tupac,"Oh shit, caught that nigga alone",Homeboyz,1999
Still I Rise (1999),tupac,Ain't that a bitch,Homeboyz,1999
Still I Rise (1999),tupac,"Hey, uh, this one here is, uh",Homeboyz,1999
Still I Rise (1999),tupac,For them niggaz that be Johnny Dangerous when they be fuckin' fifty deep,Homeboyz,1999
Still I Rise (1999),tupac,But they be fuckin' cowards when they by theyselves,Homeboyz,1999
Still I Rise (1999),tupac,You know who I'm talkin' about,Homeboyz,1999
Still I Rise (1999),tupac,(You know who I'm talkin' about) that's right,Homeboyz,1999
Still I Rise (1999),tupac,You ain't shit without your homeboys,Homeboyz,1999
Still I Rise (1999),tupac,You ain't shit without your homeboys,Homeboyz,1999
Still I Rise (1999),tupac,You ain't shit without your homeboys,Homeboyz,1999
Still I Rise (1999),tupac,Now,Homeboyz,1999
Still I Rise (1999),tupac,Now every time I see you cats is rollin' in packs,Homeboyz,1999
Still I Rise (1999),tupac,For the life of me I cannot see why you don't know how to act,Homeboyz,1999
Still I Rise (1999),tupac,"Love to clown when you deep, but when you on that solo creep",Homeboyz,1999
Still I Rise (1999),tupac,Out on the streets you don't hear a peep,Homeboyz,1999
Still I Rise (1999),tupac,"Nigga it's a god damn shame, somebody explain",Homeboyz,1999
Still I Rise (1999),tupac,Why they sent a Bad Boy to play a grown man's game,Homeboyz,1999
Still I Rise (1999),tupac,"Tear that ass out the frame, completely get that ass kicked",Homeboyz,1999
Still I Rise (1999),tupac,Woke up on the street but you'll be sleepin' in the casket,Homeboyz,1999
Still I Rise (1999),tupac,"How long will it last, nigga don't ask, just be first to blast",Homeboyz,1999
Still I Rise (1999),tupac,Outlaw on the mash tryin' to be the first to see some cash,Homeboyz,1999
Still I Rise (1999),tupac,"My shit's classic, like my nigga Nate",Homeboyz,1999
Still I Rise (1999),tupac,"Go get the tape, we keep the nation anticipatin until we break",Homeboyz,1999
Still I Rise (1999),tupac,"Money made me evil, court cases got me stressed",Homeboyz,1999
Still I Rise (1999),tupac,Niggaz aimin at my head but I still wear my vest,Homeboyz,1999
Still I Rise (1999),tupac,I don't give a fuck motherfuckers I'm loc,Homeboyz,1999
Still I Rise (1999),tupac,They all duckin when my gun smoke,Homeboyz,1999
Still I Rise (1999),tupac,Cause you ain't shit without your homeboys,Homeboyz,1999
Still I Rise (1999),tupac,You probably run at the sound of funk,Homeboyz,1999
Still I Rise (1999),tupac,"I give a fuck, you niggaz is punks",Homeboyz,1999
Still I Rise (1999),tupac,"Without your homeboys, you be the first to reach in your trunk",Homeboyz,1999
Still I Rise (1999),tupac,"You scary niggaz is punks, you ain't shit without your homeboys",Homeboyz,1999
Still I Rise (1999),tupac,"Nigga, punk ass motherfucker",Homeboyz,1999
Still I Rise (1999),tupac,You ain't shit without your homeboys,Homeboyz,1999
Still I Rise (1999),tupac,"Throw your hands up you little trick, coward motherfucker",Homeboyz,1999
Still I Rise (1999),tupac,(Young Noble),Homeboyz,1999
Still I Rise (1999),tupac,"Like Yak said, how the fuck you gonna shoot me rocks",Homeboyz,1999
Still I Rise (1999),tupac,When you got the Outlaw 'Pac shittin ya box,Homeboyz,1999
Still I Rise (1999),tupac,You was lookin' real weak walkin' down the street,Homeboyz,1999
Still I Rise (1999),tupac,"Now a nigga thirty deep, oh you wanna beef",Homeboyz,1999
Still I Rise (1999),tupac,"Talk cheap, shoot a nigga the fair one",Homeboyz,1999
Still I Rise (1999),tupac,"Your homies like fuck it, what's this you the only scared one",Homeboyz,1999
Still I Rise (1999),tupac,"(Faggot ass) Damn son, close call I bet",Homeboyz,1999
Still I Rise (1999),tupac,Now down around the way you gets no respect,Homeboyz,1999
Still I Rise (1999),tupac,They like that Outlaw nigga played you out,Homeboyz,1999
Still I Rise (1999),tupac,We could have took it to the firfth I would I have laid you out,Homeboyz,1999
Still I Rise (1999),tupac,Niggaz be actin' all different when they dogs come around,Homeboyz,1999
Still I Rise (1999),tupac,Watch 'em act like bitches when Outlawz draw down,Homeboyz,1999
Still I Rise (1999),tupac,"They all clown, better yet they all stunned",Homeboyz,1999
Still I Rise (1999),tupac,You the type to have a gun and never blazed it once,Homeboyz,1999
Still I Rise (1999),tupac,"Get y'all banana split, you ain't Emmanuel",Homeboyz,1999
Still I Rise (1999),tupac,Outlawz you'll never forget,Homeboyz,1999
Still I Rise (1999),tupac,Makaveli the Don get a call y'all,Homeboyz,1999
Still I Rise (1999),tupac,Turnin' these streets into Vietnam,Homeboyz,1999
Still I Rise (1999),tupac,"Where your homeboys, homeboy",Homeboyz,1999
Still I Rise (1999),tupac,(2Pac),Homeboyz,1999
Still I Rise (1999),tupac,You ain't shit without your homeboys,Homeboyz,1999
Still I Rise (1999),tupac,"My thug niggaz, I love niggaz",Homeboyz,1999
Still I Rise (1999),tupac,From small time crooks to big-time drug dealers,Homeboyz,1999
Still I Rise (1999),tupac,"My homeboys, the only thing a nigga got left",Homeboyz,1999
Still I Rise (1999),tupac,"I love my niggaz to death, we ain't shit without our homeboys",Homeboyz,1999
Still I Rise (1999),tupac,... You know what time it is,Homeboyz,1999
Still I Rise (1999),tupac,I ain't shit without my homeboys,Homeboyz,1999
Still I Rise (1999),tupac,"Hey, tell 'em the story how you came up nigga",Homeboyz,1999
Still I Rise (1999),tupac,"Now I was born alone, took my first joint and I got high alone",Homeboyz,1999
Still I Rise (1999),tupac,"Now I'm an Outlaw nigga, I never die alone",Homeboyz,1999
Still I Rise (1999),tupac,"Me and my niggaz is so close, it's complicated",Homeboyz,1999
Still I Rise (1999),tupac,"One nigga smokin' and drinkin', and yet we all faded",Homeboyz,1999
Still I Rise (1999),tupac,My nigga Edi had a son we all happy,Homeboyz,1999
Still I Rise (1999),tupac,Cause now that little ridah got to deal with eight daddies,Homeboyz,1999
Still I Rise (1999),tupac,"My niggaz cry, we all cry, and all ride",Homeboyz,1999
Still I Rise (1999),tupac,"To rectify the problem, motherfuckers they all die",Homeboyz,1999
Still I Rise (1999),tupac,"Been tryin' to make a million, by hustlin since my adolescense",Homeboyz,1999
Still I Rise (1999),tupac,"From crack dealin' to rap villain, my new profession",Homeboyz,1999
Still I Rise (1999),tupac,"Who wanna see me at eight deep, fuck 3D",Homeboyz,1999
Still I Rise (1999),tupac,You coward ass motherfuckers'll never see me,Homeboyz,1999
Still I Rise (1999),tupac,"Bustin' with automatic straps, my raw raps like good crack",Homeboyz,1999
Still I Rise (1999),tupac,"Niggaz fiendin, I got 'em comin' back",Homeboyz,1999
Still I Rise (1999),tupac,"Until I die, they label me as a ridah",Homeboyz,1999
Still I Rise (1999),tupac,"Forever, my niggaz be together",Homeboyz,1999
Still I Rise (1999),tupac,Ain't shit without your homeboys,Homeboyz,1999
Still I Rise (1999),tupac,Thug niggaz I love niggaz,Homeboyz,1999
Still I Rise (1999),tupac,From small time crooks to big-time drug dealers,Homeboyz,1999
Still I Rise (1999),tupac,"Without your homeboys, the only thing a nigga got left",Homeboyz,1999
Still I Rise (1999),tupac,I love my niggaz to death,Homeboyz,1999
Still I Rise (1999),tupac,We ain't shit without our homeboys,Homeboyz,1999
Still I Rise (1999),tupac,(Without our homeboys),Homeboyz,1999
Still I Rise (1999),tupac,Love my niggaz to death,Homeboyz,1999
Still I Rise (1999),tupac,We ain't shit without our homeboys,Homeboyz,1999
Still I Rise (1999),tupac,Love you niggaz to death,Homeboyz,1999
